RANK_DOUBLON;CODE_COMMUNE;ID_BASE_EXTERNE;CODE_IDENTIFIANT_EXTERNE;NOM_COMMUNE;NOMENCL_INSEE;NOMENCL_DEPARTEMENT;NOMENCL_REGION_INSEE;CODE_PAYS;CODE_BASSIN;CODE_CANTON;CODE_POSTAL;PLUS_UTILISE
0;1681;;;MELLEVILLE;76422;76;28;1;;145;76260;0
0;962;;;MELLO;60393;60;32;1;;862;60660;0
0;548;;;MELUN;77288;77;11;1;;1179;77000;0
0;3143;;;MENDE;48095;48;76;1;;;48000;0
0;2567;;;MENESLIES;80527;80;32;1;;1123;80520;0
0;2778;;;MENNEVILLE;62566;62;32;1;;1006;62240;0
0;3627;;;MENNEVRET;2476;2;32;1;;526;2630;0
0;549;;;MENUCOURT;95388;95;11;1;;942;95180;0
0;2968;;;MERCATEL;62568;62;32;1;;1882;62217;0
0;550;;;MERCIN ET VAUX;2477;2;32;1;;1563;2200;0
0;2622;;;MERCK ST LIEVIN;62569;62;32;1;;1268;62560;0
0;2098;;;MERDRIGNAC;22147;22;53;1;;554;22230;0
0;3055;;;MERELESSART;80529;80;32;1;;767;80490;0
0;3071;;;MERFY;51362;51;44;1;;1838;51220;0
0;2151;;;MERICOURT;62570;62;32;1;;26;62680;0
0;2639;;;MERICOURT L ABBE;80530;80;32;1;;1399;80800;0
0;3585;;;MERIGNAC;33281;33;75;1;;;33700;0
0;1152;;;MERIGNIES;59398;59;32;1;;781;59710;0
0;551;;;MERLIEUX ET FOUQUEROLLES;2478;2;32;1;;1252;2000;0
0;2370;;;MERLIMONT;62571;62;32;1;;901;62155;0
0;3178;;;MERRIS;59399;59;32;1;;1546;59270;0
0;552;;;MERS LES BAINS;80533;80;32;1;;1123;80350;0
0;553;;;MERU;60395;60;32;1;;1229;60110;0
0;2296;;;MERVILLE;31341;31;76;1;;861;31330;0
0;1922;;;MERVILLE;59400;59;32;1;;118;59660;0
0;554;;;MERY LA BATAILLE;60396;60;32;1;;512;60420;0
0;2155;;;MERY SUR MARNE;77290;77;11;1;;982;77730;0
0;555;;;MERY SUR OISE;95394;95;11;1;;1902;95540;0
0;556;;;MESNIERES EN BRAY;76427;76;28;1;;1290;76270;0
0;2148;;;MESNIL BRUNTEL;80536;80;32;1;;225;80200;0
0;2565;;;MESNIL MARTINSART;80540;80;32;1;;931;80300;0
0;2519;;;MESNIL ST GEORGES;80541;80;32;1;;941;80500;0
0;2545;;;MESNIL ST LAURENT;2481;2;32;1;;830;2720;0
0;557;;;MESNIL ST NICAISE;80542;80;32;1;;1227;80190;0
0;3325;;;MESSEIN;54366;54;44;1;;1916;54850;0
0;2056;;;METABIEF;25380;25;27;1;;1072;25370;0
0;1244;;;METEREN;59401;59;32;1;;1546;59270;0
0;3403;;;METIGNY;80543;80;32;1;;;80270;0
0;558;;;METZ;57463;57;;1;;;57044;0
0;1934;;;METZ;57463;57;44;1;;;57070;0
0;1614;;;MEUDON;92048;92;11;1;;1795;92360;0
0;2219;;;MEUDON;92048;92;11;1;;1795;92190;0
0;1957;;;MEULAN EN YVELINES;78401;78;11;1;;813;78250;0
0;559;;;MEURCHIN;62573;62;32;1;;844;62410;0
0;560;;;MEYLAN;38229;38;84;1;;83;38240;0
0;2047;;;MEYREUIL;13060;13;93;1;;1567;13590;0
0;561;;;MEYZIEU;69282;69;84;1;;;69330;0
0;1992;;;MEZIERES EN SANTERRE;80545;80;32;1;;860;80110;0
0;562;;;MEZIERES SUR OISE;2483;2;32;1;;484;2240;0
0;2323;;;MEZY MOULINS;2484;2;32;1;;1509;2650;0
0;2826;;;MIANNAY;80546;80;32;1;;480;80132;0
0;3449;;;MILIZAC GUIPRONVEL;29076;29;53;1;;;29290;0
0;2498;;;MILLENCOURT;80547;80;32;1;;931;80300;0
0;3528;;;MILLONFOSSE;59403;59;32;1;;;59178;0
0;563;;;MILLY SUR THERAIN;60403;60;32;1;;452;60112;0
0;2110;;;MINGOVAL;62574;62;32;1;;1516;62690;0
0;1755;;;MIRAUMONT;80549;80;32;1;;931;80300;0
0;2563;;;MIRVAUX;80550;80;32;1;;1399;80260;0
0;564;;;MITRY MORY;77294;77;11;1;;811;77290;0
0;565;;;MITTERSHEIM;57469;57;44;1;;1662;57930;0
0;1764;;;MOGNEVILLE;60404;60;32;1;;1857;60140;0
0;566;;;MOISSY CRAMAYEL;77296;77;11;1;;1709;77550;0
0;567;;;MOLIENS;60405;60;32;1;;152;60220;0
0;568;;;MOLLIENS AU BOIS;80553;80;32;1;;1399;80260;0
0;1072;;;MOLLIENS DREUIL;80554;80;32;1;;563;80540;0
0;2389;;;MOLSHEIM;67300;67;44;1;;1289;67120;0
0;1734;;;MOMMENHEIM;67301;67;44;1;;1484;67670;0
0;2372;;;MONACO;99138;;;1;;;98000;0
0;2029;;;MONCEAUX;60406;60;32;1;;1754;60940;0
0;2956;;;MONCHAUX SUR ECAILLON;59407;59;32;1;;614;59224;0
0;2409;;;MONCHEAUX;59408;59;32;1;;781;59283;0
0;2162;;;MONCHECOURT;59409;59;32;1;;1073;59234;0
0;2332;;;MONCHY AU BOIS;62579;62;32;1;;1516;62111;0
0;2592;;;MONCHY CAYEUX;62581;62;32;1;;1209;62134;0
0;1040;;;MONCHY HUMIERES;60408;60;32;1;;512;60113;0
0;2694;;;MONCHY LAGACHE;80555;80;32;1;;1227;80200;0
0;569;;;MONCHY LE PREUX;62582;62;32;1;;887;62118;0
0;570;;;MONCHY ST ELOI;60409;60;32;1;;1857;60290;0
0;2585;;;MONDELANGE;57474;57;44;1;;1753;57300;0
0;2225;;;MONDESCOURT;60410;60;32;1;;1494;60400;0
0;571;;;MONDEVILLE;14437;14;28;1;;54;14120;0
0;1759;;;MONDICOURT;62583;62;32;1;;1516;62760;0
0;572;;;MONETEAU;89263;89;27;1;;38;89470;0
0;573;;;MONS EN BAROEUL;59410;59;32;1;;737;59370;0
0;574;;;MONS EN PEVELE;59411;59;32;1;;781;59246;0
0;2615;;;MONSURES;80558;80;32;1;;825;80160;0
0;3442;;;MONSWILLER;67302;67;44;1;;;67700;0
0;3458;;;MONT BERNANCHON;62584;62;32;1;;1681;62350;0
0;2552;;;MONT D ORIGNY;2503;2;32;1;;484;2390;0
0;1240;;;MONT DE MARSAN;40192;40;75;1;;;40000;0
0;575;;;MONT ST AIGNAN;76451;76;28;1;;1654;76130;0
0;1696;;;MONT ST ELOI;62589;62;32;1;;531;62144;0
0;576;;;MONT ST PERE;2524;2;32;1;;783;2400;0
0;2733;;;MONTAGNY EN VEXIN;60412;60;32;1;;703;60240;0
0;1951;;;MONTAIGU;2498;2;32;1;;172;2820;0
0;2999;;;MONTARGIS;45208;45;24;1;;1928;45200;0
0;577;;;MONTATAIRE;60414;60;32;1;;862;60160;0
0;2285;;;MONTAUBAN;82121;82;76;1;;;82000;0
0;2814;;;MONTAY;59412;59;32;1;;408;59360;0
0;3405;;;MONTBELIARD;25388;25;27;1;;1804;25200;0
0;2620;;;MONTBREHAIN;2500;2;32;1;;433;2110;0
0;578;;;MONTCORNET;2502;2;32;1;;641;2340;0
0;579;;;MONTDIDIER;80561;80;32;1;;941;80500;0
0;1063;;;MONTDIDIER;57478;57;44;1;;934;57670;0
0;2864;;;MONTELIMAR;26198;26;84;1;;;26200;0
0;3194;;;MONTEREAU FAULT YONNE;77305;77;11;1;;467;77130;0
0;580;;;MONTESCOURT LIZEROLLES;2504;2;32;1;;484;2440;0
0;2317;;;MONTESSON;78418;78;11;1;;279;78360;0
0;581;;;MONTFERMEIL;93047;93;11;1;;652;93370;0
0;1027;;;MONTGERAIN;60416;60;32;1;;512;60420;0
0;582;;;MONTGRU ST HILAIRE;2507;2;32;1;;1404;2210;0
0;3202;;;MONTHIEUX;1261;1;84;1;;1853;1390;0
0;583;;;MONTHYON;77309;77;11;1;;1966;77122;0
0;584;;;MONTIERS;60418;60;32;1;;512;60190;0
0;1121;;;MONTIGNY EN ARROUAISE;2511;2;32;1;;433;2110;0
0;1710;;;MONTIGNY EN GOHELLE;62587;62;32;1;;1987;62640;0
0;1492;;;MONTIGNY EN OSTREVENT;59414;59;32;1;;1073;59182;0
0;585;;;MONTIGNY LE BRETONNEUX;78423;78;11;1;;468;78180;0
0;586;;;MONTIGNY LENGRAIN;2514;2;32;1;;1033;2290;0
0;3587;;;MONTIGNY LES METZ;57480;57;44;1;;;57950;0
0;1273;;;MONTIGNY LES VESOUL;70363;70;27;1;;233;70000;0
0;1901;;;MONTIGNY SUR CRECY;2517;2;32;1;;1462;2270;0
0;3346;;;MONTIGNY SUR L HALLUE;80562;80;32;1;;1399;80260;0
0;1400;;;MONTIVILLIERS;76447;76;28;1;;1947;76290;0
0;2030;;;MONTMACQ;60423;60;32;1;;1415;60150;0
0;3493;;;MONTMAGNY;95427;95;11;1;;;95360;0
0;1831;;;MONTMIRAIL;51380;51;44;1;;1953;51210;0
0;960;;;MONTMORENCY;95428;95;11;1;;539;95160;0
0;1958;;;MONTMORILLON;86165;86;75;1;;236;86500;0
0;587;;;MONTONVILLERS;80565;80;32;1;;214;80260;0
0;588;;;MONTPELLIER;34172;34;76;1;;;34090;0
0;1506;;;MONTPELLIER;34172;34;76;1;;;34000;0
0;2667;;;MONTPELLIER;34172;34;76;1;;;34080;0
0;3004;;;MONTREUIL;28267;28;24;1;;256;28500;0
0;1799;;;MONTREUIL;62588;62;32;1;;1686;62170;0
0;1016;;;MONTREUIL;93048;93;11;1;;;93100;0
0;3455;;;MONTREUIL AUX LIONS;2521;2;32;1;;;2310;0
0;589;;;MONTREUIL L ARGILLE;27414;27;28;1;;1777;27390;0
0;3413;;;MONTREUIL SUR BRECHE;60425;60;32;1;;1403;60480;0
0;2120;;;MONTREUIL SUR THERAIN;60426;60;32;1;;703;60134;0
0;1658;;;MONTROTY;76450;76;28;1;;1485;76220;0
0;590;;;MONTROUGE;92049;92;11;1;;514;92120;0
0;3633;;;MONTRY;77315;77;11;1;;;77450;0
0;591;;;MONTSOULT;95430;95;11;1;;122;95560;0
0;3644;;;MORANGIS;91432;91;11;1;;373;91420;0
0;1339;;;MORBECQUE;59416;59;32;1;;118;59190;0
0;3483;;;MORCHIES;62591;62;32;1;;;62124;0
0;592;;;MORCOURT;2525;2;32;1;;1196;2100;0
0;593;;;MORCOURT;80569;80;32;1;;1399;80340;0
0;2088;;;MORET LOING ET ORVANNE;77316;77;11;1;;467;77250;0
0;594;;;MOREUIL;80570;80;32;1;;860;80110;0
0;1460;;;MORIENNE;76606;76;28;1;;1485;76390;0
0;952;;;MORIENVAL;60430;60;32;1;;1262;60127;0
0;2571;;;MORIEUX;22154;22;53;1;;;22400;0
0;595;;;MORIGNY CHAMPIGNY;91433;91;11;1;;394;91150;0
0;1618;;;MORISEL;80571;80;32;1;;860;80110;0
0;1623;;;MORLAIX;29151;29;53;1;;1752;29600;0
0;2944;;;MORLANCOURT;80572;80;32;1;;931;80300;0
0;3057;;;MORLINCOURT;60431;60;32;1;;1494;60400;0
0;2364;;;MORMANT;77317;77;11;1;;913;77720;0
0;1150;;;MORSCHWILLER LE BAS;68218;68;44;1;;1843;68790;0
0;3430;;;MORTAGNE AU PERCHE;61293;61;28;1;;;61400;0
0;1432;;;MORTAGNE DU NORD;59418;59;32;1;;68;59158;0
0;596;;;MORTEFONTAINE;60432;60;32;1;;1044;60128;0
0;2903;;;MORTEFONTAINE;2528;2;32;1;;1033;2600;0
0;1641;;;MORTEFONTAINE EN THELLE;60433;60;32;1;;703;60570;0
0;3144;;;MORTEMER;60434;60;32;1;;512;60490;0
0;1630;;;MORVILLERS;60435;60;32;1;;152;60380;0
0;1141;;;MORVILLERS ST SATURNIN;80573;80;32;1;;575;80290;0
0;2917;;;MOUCHIN;59419;59;32;1;;781;59310;0
0;1912;;;MOUCHY LE CHATEL;60437;60;32;1;;703;60250;0
0;1857;;;MOUFLIERES;80575;80;32;1;;575;80140;0
0;2531;;;MOUILLERON LE CAPTIF;85155;85;52;1;;105;85000;0
0;597;;;MOULINS;3190;3;84;1;;;3000;0
0;2314;;;MOULLE;62595;62;32;1;;950;62910;0
0;1925;;;MOURIEZ;62596;62;32;1;;1149;62140;0
0;2102;;;MOURMELON LE PETIT;51389;51;44;1;;1775;51400;0
0;598;;;MOUSSY LE NEUF;77322;77;11;1;;811;77230;0
0;1216;;;MOUVAUX;59421;59;32;1;;383;59420;0
0;599;;;MOUY;60439;60;32;1;;1129;60250;0
0;600;;;MOUZON;8311;8;44;1;;656;8210;0
0;1622;;;MOY DE L AISNE;2532;2;32;1;;484;2610;0
0;2729;;;MOYENCOURT;80576;80;32;1;;1227;80400;0
0;3468;;;MOYENCOURT LES POIX;80577;80;32;1;;;80290;0
0;3567;;;MOYENNEVILLE;62597;62;32;1;;;62121;0
0;601;;;MOYENNEVILLE;60440;60;32;1;;512;60190;0
0;602;;;MOYENNEVILLE;80578;80;32;1;;480;80870;0
0;2743;;;MOYEUVRE GRANDE;57491;57;44;1;;859;57250;0
0;1786;;;MOYVILLERS;60441;60;32;1;;512;60190;0
0;987;;;MOZE SUR LOUET;49222;49;52;1;;1198;49610;0
0;1735;;;MUIDORGE;60442;60;32;1;;1403;60480;0
0;603;;;MUILLE VILLETTE;80579;80;32;1;;1227;80400;0
0;3081;;;MUIRANCOURT;60443;60;32;1;;1494;60640;0
0;1539;;;MULHOUSE;68224;68;44;1;;;68100;0
0;2349;;;MULHOUSE;68224;68;44;1;;;68200;0
0;3548;;;MUNCQ NIEURLET;62598;62;32;1;;;62890;0
0;2832;;;MURET;31395;31;76;1;;1228;31600;0
0;2527;;;MURET ET CROUTTES;2533;2;32;1;;1404;2210;0
0;1615;;;MUTRECY;14461;14;28;1;;1661;14220;0
0;986;;;NAMPS MAISNIL;80582;80;32;1;;825;80290;0
0;3355;;;NAMPTY;80583;80;32;1;;825;80160;0
0;2722;;;NANCY;54395;54;44;1;;;54100;0
0;604;;;NANCY;54395;54;44;1;;;54000;0
0;605;;;NANTERRE;92050;92;11;1;;;92000;0
0;606;;;NANTES;44109;44;52;1;;;44000;0
0;607;;;NANTES;44109;44;52;1;;;44100;0
0;608;;;NANTES;44109;44;52;1;;;44200;0
0;1475;;;NANTEUIL LE HAUDOUIN;60446;60;32;1;;772;60440;0
0;1119;;;NAOURS;80584;80;32;1;;1399;80260;0
0;1015;;;NARBONNE;11262;11;76;1;;;11100;0
0;609;;;NASSANDRES;27425;27;28;1;;1422;27550;0
0;2096;;;NAUROY;2539;2;32;1;;433;2420;0
0;2369;;;NAVES;59422;59;32;1;;50;59161;0
0;1312;;;NECHIN;;;;12404;;;7730;0
0;3575;;;NEDON;62600;62;32;1;;;62550;0
0;610;;;NEMOURS;77333;77;11;1;;549;77140;0
0;2861;;;NERAC;47195;47;75;1;;689;47600;0
0;945;;;NERY;60447;60;32;1;;1262;60320;0
0;611;;;NESLE;80585;80;32;1;;1227;80190;0
0;2614;;;NESLE NORMANDEUSE;76460;76;28;1;;145;76340;0
0;2217;;;NESLES;62603;62;32;1;;1317;62152;0
0;2016;;;NESLES LA MONTAGNE;2540;2;32;1;;783;2400;0
0;3456;;;NEUF BERQUIN;59423;59;32;1;;118;59940;0
0;3260;;;NEUF MARCHE;76463;76;28;1;;1485;76220;0
0;1439;;;NEUFCHATEAU;88321;88;44;1;;1658;88300;0
0;612;;;NEUFCHATEL EN BRAY;76462;76;28;1;;1290;76270;0
0;3166;;;NEUFCHATEL HARDELOT;62604;62;32;1;;1317;62152;0
0;1228;;;NEUFVY SUR ARONDE;60449;60;32;1;;512;60190;0
0;613;;;NEUILLY EN THELLE;60450;60;32;1;;1229;60530;0
0;1597;;;NEUILLY PLAISANCE;93049;93;11;1;;1013;93360;0
0;614;;;NEUILLY SOUS CLERMONT;60451;60;32;1;;1129;60290;0
0;615;;;NEUILLY ST FRONT;2543;2;32;1;;1404;2470;0
0;616;;;NEUILLY SUR MARNE;93050;93;11;1;;1446;93330;0
0;617;;;NEUILLY SUR SEINE;92051;92;11;1;;1148;92200;0
0;2472;;;NEUVE CHAPELLE;62606;62;32;1;;958;62840;0
0;2502;;;NEUVECELLE;74200;74;84;1;;473;74500;0
0;618;;;NEUVILLE BOSC;60452;60;32;1;;703;60119;0
0;3390;;;NEUVILLE EN AVESNOIS;59425;59;32;1;;;59218;0
0;1452;;;NEUVILLE EN FERRAIN;59426;59;32;1;;426;59960;0
0;619;;;NEUVILLE LES LOEUILLY;80594;80;;1;;;80160;0
0;620;;;NEUVILLE ST AMAND;2549;2;32;1;;830;2100;0
0;2425;;;NEUVILLE ST REMY;59428;59;32;1;;1911;59554;0
0;621;;;NEUVILLE ST VAAST;62609;62;32;1;;531;62580;0
0;2408;;;NEUVILLE SUR ESCAUT;59429;59;32;1;;1022;59293;0
0;1711;;;NEUVILLE VITASSE;62611;62;32;1;;1882;62217;0
0;3406;;;NEUVILLETTE;80596;80;32;1;;;80600;0
0;2511;;;NEUVIREUIL;62612;62;32;1;;1942;62580;0
0;988;;;NEUVY PAILLOUX;36140;36;24;1;;1362;36100;0
0;622;;;NEVERS;58194;58;27;1;;;58000;0
0;1875;;;NIBAS;80597;80;32;1;;1123;80390;0
0;1367;;;NICE;6088;6;93;1;;;6000;0
0;2688;;;NICE;6088;6;93;1;;;6200;0
0;3164;;;NIELLES LES BLEQUIN;62613;62;32;1;;340;62380;0
0;1540;;;NIEPPE;59431;59;32;1;;1546;59850;0
0;2126;;;NIERGNIES;59432;59;32;1;;408;59400;0
0;3327;;;NIEURLET;59433;59;32;1;;476;59143;0
0;1631;;;NIMES;30189;30;76;1;;;30000;0
0;1026;;;NIORT;79191;79;75;1;;;79000;0
0;2313;;;NIVELLE;59434;59;32;1;;68;59230;0
0;623;;;NOAILLES;60462;60;32;1;;703;60430;0
0;2130;;;NOEUX LES MINES;62617;62;32;1;;232;62290;0
0;3003;;;NOGENT LE ROI;28279;28;24;1;;1171;28210;0
0;3234;;;NOGENT LE ROTROU;28280;28;24;1;;1542;28400;0
0;1704;;;NOGENT SUR MARNE;94052;94;11;1;;;94130;0
0;624;;;NOGENT SUR OISE;60463;60;32;1;;1857;60180;0
0;625;;;NOGENT SUR SEINE;10268;10;44;1;;475;10400;0
0;2426;;;NOGENTEL;2554;2;32;1;;1509;2400;0
0;2829;;;NOIDANS LES VESOUL;70388;70;27;1;;233;70000;0
0;1684;;;NOINTEL;95452;95;11;1;;899;95590;0
0;626;;;NOINTEL;60464;60;32;1;;1058;60840;0
0;3380;;;NOINTOT;76468;76;28;1;;812;76210;0
0;3358;;;NOIREMONT;60465;60;32;1;;1403;60480;0
0;1782;;;NOISIEL;77337;77;11;1;;619;77186;0
0;627;;;NOISY LE GRAND;93051;93;11;1;;816;93160;0
0;3331;;;NOISY LE SEC;93053;93;11;1;;751;93130;0
0;1596;;;NOMAIN;59435;59;32;1;;1139;59310;0
0;2894;;;NOORDPEENE;59436;59;32;1;;476;59670;0
0;1588;;;NORDAUSQUES;62618;62;32;1;;950;62890;0
0;2250;;;NOREUIL;62619;62;32;1;;380;62128;0
0;628;;;NORMANVILLE;27439;27;28;1;;1345;27930;0
0;1073;;;NOROY;60466;60;32;1;;1403;60130;0
0;3044;;;NORRENT FONTES;62620;62;32;1;;1681;62120;0
0;1310;;;NORTKERQUE;62621;62;32;1;;583;62370;0
0;629;;;NOTRE DAME DE BONDEVILLE;76474;76;28;1;;310;76960;0
0;3236;;;NOTRE DAME DES MILLIERES;73188;73;84;1;;1165;73460;0
0;2787;;;NOUMEA;98818;988;;1;;;98800;0
0;2987;;;NOUVELLE EGLISE;62623;62;32;1;;583;62370;0
0;1468;;;NOUVION;80598;80;32;1;;1559;80860;0
0;1997;;;NOUVRON VINGRE;2562;2;32;1;;1033;2290;0
0;1907;;;NOYALES;2563;2;32;1;;526;2120;0
0;3580;;;NOYELLE VION;62630;62;32;1;;;62810;0
0;1423;;;NOYELLES GODAULT;62624;62;32;1;;1101;62950;0
0;630;;;NOYELLES LES SECLIN;59437;59;32;1;;1652;59139;0
0;631;;;NOYELLES SOUS BELLONNE;62627;62;32;1;;1942;62490;0
0;2304;;;NOYELLES SOUS LENS;62628;62;32;1;;1635;62221;0
0;3060;;;NOYELLES SUR ESCAUT;59438;59;32;1;;408;59159;0
0;1898;;;NOYELLES SUR MER;80600;80;32;1;;1559;80860;0
0;3386;;;NOYELLES SUR SELLE;59440;59;32;1;;1022;59282;0
0;3492;;;NOYELLETTE;62629;62;32;1;;;62123;0
0;632;;;NOYERS ST MARTIN;60470;60;32;1;;1403;60480;0
0;633;;;NOYON;60471;60;32;1;;1494;60400;0
0;634;;;NUCOURT;95459;95;11;1;;192;95420;0
0;2782;;;OBERHAUSBERGEN;67343;67;44;1;;1220;67205;0
0;2385;;;OBERNAI;67348;67;44;1;;560;67210;0
0;3520;;;OBRECHIES;59442;59;32;1;;;59680;0
0;2618;;;OCCOCHES;80602;80;32;1;;1850;80600;0
0;3490;;;OCHTEZEELE;59443;59;32;1;;476;59670;0
0;3309;;;OCTEVILLE SUR MER;76481;76;28;1;;1026;76930;0
0;2381;;;ODEREN;68247;68;44;1;;1688;68830;0
0;2896;;;ODOMEZ;59444;59;32;1;;925;59970;0
0;635;;;OEUILLY;51410;51;44;1;;398;51480;0
0;2992;;;OFFEKERQUE;62634;62;32;1;;583;62370;0
0;1972;;;OFFRANVILLE;76482;76;28;1;;204;76550;0
0;1722;;;OFFRETHUN;62636;62;32;1;;1006;62250;0
0;636;;;OGNES;2566;2;32;1;;1143;2300;0
0;2108;;;OHAIN;59445;59;32;1;;1287;59132;0
0;2594;;;OHIS;2567;2;32;1;;881;2500;0
0;1305;;;OIGNIES;62637;62;32;1;;1987;62590;0
0;637;;;OIRY;51413;51;44;1;;1739;51530;0
0;2429;;;OISEMONT;80606;80;32;1;;575;80140;0
0;3176;;;OISSERY;77344;77;11;1;;1966;77178;0
0;1057;;;OISSY;80607;80;32;1;;563;80540;0
0;3016;;;OISY;2569;2;32;1;;526;2450;0
0;2891;;;OISY;59446;59;32;1;;614;59195;0
0;2848;;;OLIVET;45232;45;24;1;;835;45160;0
0;638;;;OLLEZY;2570;2;32;1;;484;2480;0
0;1885;;;OMISSY;2571;2;32;1;;1196;2100;0
0;1493;;;ONNAING;59447;59;32;1;;365;59264;0
0;639;;;ONS EN BRAY;60477;60;32;1;;797;60650;0
0;3569;;;OOST CAPPEL;59448;59;32;1;;;59122;0
0;2258;;;OPPY;62639;62;32;1;;1942;62580;0
0;3549;;;ORBIGNY AU VAL;52363;52;44;1;;;52360;0
0;1268;;;ORCHIES;59449;59;32;1;;1139;59310;0
0;2164;;;ORESMAUX;80611;80;32;1;;825;80160;0
0;640;;;ORIGNY STE BENOITE;2575;2;32;1;;484;2390;0
0;2163;;;ORLEANS;45234;45;24;1;;;45000;0
0;2755;;;ORLEANS;45234;45;24;1;;;45100;0
0;641;;;ORLY;94054;94;11;1;;1155;94310;0
0;1478;;;ORMOY LE DAVIEN;60478;60;32;1;;772;60620;0
0;2975;;;ORMOY VILLERS;60479;60;32;1;;772;60800;0
0;2671;;;OROER;60480;60;32;1;;1129;60510;0
0;1844;;;ORROUY;60481;60;32;1;;1262;60129;0
0;1834;;;ORRY LA VILLE;60482;60;32;1;;1044;60560;0
0;642;;;ORSAY;91471;91;11;1;;1449;91400;0
0;2900;;;ORSINVAL;59451;59;32;1;;977;59530;0
0;643;;;ORVAULT;44114;44;52;1;;1547;44700;0
0;3043;;;ORVILLE;62640;62;32;1;;1516;62760;0
0;1527;;;ORVILLERS SOREL;60483;60;32;1;;512;60490;0
0;1187;;;OSLY COURTIL;2576;2;32;1;;1923;2290;0
0;644;;;OSMOY ST VALERY;76487;76;28;1;;1290;76660;0
0;645;;;OSNY;95476;95;11;1;;482;95520;0
0;3203;;;OSTEL;2577;2;32;1;;1877;2370;0
0;1260;;;OSTRICOURT;59452;59;32;1;;8;59162;0
0;3163;;;OTHIS;77349;77;11;1;;811;77280;0
0;1739;;;OUDEUIL;60484;60;32;1;;152;60860;0
0;2020;;;OUDEZEELE;59453;59;32;1;;476;59670;0
0;3347;;;OUJDA;;;;12522;;;;0
0;1103;;;OULCHY LE CHATEAU;2580;2;32;1;;1404;2210;0
0;2042;;;OULLINS;69149;69;84;1;;;69600;0
0;3632;;;OURSEL MAISON;60485;60;32;1;;1403;60480;0
0;3354;;;OURTON;62642;62;32;1;;179;62460;0
0;646;;;OUST MAREST;80613;80;32;1;;1123;80460;0
0;2180;;;OUTREAU;62643;62;32;1;;1317;62230;0
0;1167;;;OUVILLE LA RIVIERE;76492;76;28;1;;204;76860;0
0;647;;;OUZOUER SUR LOIRE;45244;45;24;1;;1526;45570;0
0;1184;;;OVILLERS LA BOISSELLE;80615;80;32;1;;931;80300;0
0;2363;;;OXELAERE;59454;59;32;1;;1546;59670;0
0;2310;;;OYE PLAGE;62645;62;32;1;;583;62215;0
0;3122;;;OZOIR LA FERRIERE;77350;77;11;1;;203;77330;0
0;2619;;;PABU;22161;22;53;1;;1018;22200;0
0;2680;;;PACE;35210;35;53;1;;515;35740;0
0;648;;;PAILLART;60486;60;32;1;;1403;60120;0
0;2449;;;PAILLENCOURT;59455;59;32;1;;1911;59295;0
0;1894;;;PALAISEAU;91477;91;11;1;;1449;91120;0
0;1346;;;PALLUEL;62646;62;32;1;;380;62860;0
0;649;;;PALUEL;76493;76;28;1;;265;76450;0
0;2843;;;PANTIN;93055;93;11;1;;471;93500;0
0;2973;;;PAPLEUX;2584;2;32;1;;641;2260;0
0;1235;;;PARC D ANXTOT;76494;76;28;1;;812;76210;0
0;3352;;;PARCY ET TIGNY;2585;2;32;1;;1404;2210;0
0;1069;;;PARGNY SUR SAULX;51423;51;44;1;;1594;51340;0
0;650;;;PARIS;75056;75;11;1;;;75001;0
0;2321;;;PARIS 01;75101;75;11;1;;;75001;0
0;2040;;;PARIS 02;75102;75;11;1;;;75002;0
0;3103;;;PARIS 03;75103;75;11;1;;;75003;0
0;2692;;;PARIS 04;75104;75;11;1;;;75004;0
0;2464;;;PARIS 05;75105;75;11;1;;;75005;0
0;1050;;;PARIS 06;75106;75;11;1;;;75006;0
0;938;;;PARIS 07;75107;75;11;1;;;75007;0
0;1161;;;PARIS 08;75108;75;11;1;;;75008;0
0;1117;;;PARIS 09;75109;75;11;1;;;75009;0
0;1867;;;PARIS 10;75110;75;11;1;;;75010;0
0;2286;;;PARIS 11;75111;75;11;1;;;75011;0
0;2127;;;PARIS 12;75112;75;11;1;;;75012;0
0;984;;;PARIS 13;75113;75;11;1;;;75013;0
0;1002;;;PARIS 14;75114;75;11;1;;;75014;0
0;1130;;;PARIS 15;75115;75;11;1;;;75015;0
0;1190;;;PARIS 16;75116;75;11;1;;;75116;0
0;1514;;;PARIS 17;75117;75;11;1;;;75017;0
0;1101;;;PARIS 18;75118;75;11;1;;;75018;0
0;1902;;;PARIS 19;75119;75;11;1;;;75019;0
0;1142;;;PARIS 20;75120;75;11;1;;;75020;0
0;651;;;PARMAIN;95480;95;11;1;;899;95620;0
0;652;;;PARON;89287;89;27;1;;1300;89100;0
0;1105;;;PARPEVILLE;2592;2;32;1;;484;2240;0
0;1617;;;PAS EN ARTOIS;62649;62;32;1;;1516;62760;0
0;943;;;PASLY;2593;2;32;1;;1923;2200;0
0;1200;;;PASSEL;60488;60;32;1;;1494;60400;0
0;1120;;;PAU;64445;64;75;1;;;64000;0
0;3227;;;PAVIE;32307;32;76;1;;1270;32550;0
0;653;;;PECQUENCOURT;59456;59;32;1;;1763;59146;0
0;2080;;;PELVES;62650;62;32;1;;1942;62118;0
0;1047;;;PENDE;80618;80;32;1;;1123;80230;0
0;1288;;;PENVENAN;22166;22;53;1;;39;22710;0
0;1466;;;PERENCHIES;59457;59;32;1;;1344;59840;0
