RANK_DOUBLON;CODE_COMMUNE;ID_BASE_EXTERNE;CODE_IDENTIFIANT_EXTERNE;NOM_COMMUNE;NOMENCL_INSEE;NOMENCL_DEPARTEMENT;NOMENCL_REGION_INSEE;CODE_PAYS;CODE_BASSIN;CODE_CANTON;CODE_POSTAL;PLUS_UTILISE
0;3296;;;LA NEUVILLE VAULT;60460;60;32;1;;152;60112;0
0;436;;;LA RICHE;37195;37;24;1;;1886;37520;0
0;2828;;;LA ROCHE DES ARNAUDS;5123;5;93;1;;762;5400;0
0;1547;;;LA ROCHE SUR YON;85191;85;52;1;;;85000;0
0;2496;;;LA ROCHELLE;17300;17;75;1;;;17000;0
0;2978;;;LA ROCHELLE;70450;70;27;1;;1269;70120;0
0;1233;;;LA ROCHETTE;77389;77;11;1;;1179;77000;0
0;1676;;;LA RUE ST PIERRE;60559;60;32;1;;1129;60510;0
0;2889;;;LA SALLE;71494;71;27;1;;1102;71260;0
0;1790;;;LA SENTINELLE;59564;59;32;1;;614;59174;0
0;2645;;;LA SEYNE SUR MER;83126;83;93;1;;;83500;0
0;3169;;;LA THIEULOYE;62813;62;32;1;;1209;62130;0
0;1751;;;LA TRINITE;97230;972;2;1;;;97220;0
0;3342;;;LA VALLEE AU BLE;2759;2;32;1;;1462;2140;0
0;437;;;LA VERRIERE;78644;78;11;1;;1705;78320;0
0;1685;;;LA VICOGNE;80792;80;32;1;;1399;80260;0
0;3537;;;LA VILLENEUVE SOUS THURY;60679;60;32;1;;;60890;0
0;3013;;;LABAROCHE;68173;68;44;1;;1406;68910;0
0;2415;;;LABEGE;31254;31;76;1;;1063;31670;0
0;1793;;;LABEUVRIERE;62479;62;32;1;;1324;62122;0
0;2718;;;LABOISSIERE EN THELLE;60330;60;32;1;;703;60570;0
0;3232;;;LABOSSE;60331;60;32;1;;797;60590;0
0;1344;;;LABOURSE;62480;62;32;1;;232;62113;0
0;2632;;;LABRUYERE;60332;60;32;1;;1058;60140;0
0;438;;;LACHAPELLE AUX POTS;60333;60;32;1;;797;60650;0
0;1469;;;LACHAUSSEE DU BOIS D ECU;60336;60;32;1;;1403;60480;0
0;439;;;LACHELLE;60337;60;32;1;;1787;60190;0
0;2794;;;LACRES;62483;62;32;1;;1006;62830;0
0;440;;;LACROIX ST OUEN;60338;60;32;1;;1787;60610;0
0;1108;;;LAFFAUX;2400;2;32;1;;1877;2880;0
0;1198;;;LAFRAYE;60339;60;32;1;;1129;60510;0
0;2721;;;LAFRESGUIMONT ST MARTIN;80456;80;32;1;;575;80430;0
0;2177;;;LAGNY LE SEC;60341;60;32;1;;772;60330;0
0;441;;;LAGNY SUR MARNE;77243;77;11;1;;1868;77400;0
0;3501;;;LAHOUSSOYE;80458;80;32;1;;;80800;0
0;442;;;LAIGNEVILLE;60342;60;32;1;;1857;60290;0
0;1573;;;LAIRES;62485;62;32;1;;1268;62960;0
0;1666;;;LALANDE EN SON;60343;60;32;1;;797;60590;0
0;917;;;LALLAING;59327;59;32;1;;1763;59167;0
0;1914;;;LAMBALLE;22093;22;53;1;;2001;22400;0
0;443;;;LAMBERSART;59328;59;32;1;;478;59130;0
0;3615;;;LAMBESC;13050;13;93;1;;;13410;0
0;1386;;;LAMBRES;62486;62;32;1;;1624;62120;0
0;1011;;;LAMBRES LEZ DOUAI;59329;59;32;1;;663;59552;0
0;1417;;;LAMENTIN;97115;971;1;1;;336;97129;0
0;444;;;LAMORLAYE;60346;60;32;1;;1162;60260;0
0;445;;;LAMOTTE BREBIERE;80461;80;32;1;;387;80450;0
0;1651;;;LAMOTTE BULEUX;80462;80;32;1;;1559;80150;0
0;1035;;;LAMOTTE WARFUSEE;80463;80;32;1;;1399;80800;0
0;3487;;;LANCHERES;80464;80;32;1;;;80230;0
0;2966;;;LANDAS;59330;59;32;1;;1139;59310;0
0;3084;;;LANDERNEAU;29103;29;53;1;;314;29800;0
0;1848;;;LANDRECIES;59331;59;32;1;;977;59550;0
0;2938;;;LANDRETHUN LE NORD;62487;62;32;1;;1006;62250;0
0;2038;;;LANDRETHUN LES ARDRES;62488;62;32;1;;500;62610;0
0;1935;;;LANDRICOURT;51315;51;44;1;;1594;51290;0
0;2920;;;LANGON;35145;35;53;1;;1431;35660;0
0;1550;;;LANNOY;59332;59;32;1;;1397;59390;0
0;2050;;;LANSARGUES;34127;34;76;1;;1651;34130;0
0;446;;;LAON;2408;2;32;1;;;2000;0
0;1577;;;LAPUGNOY;62489;62;32;1;;1324;62122;0
0;1477;;;LARBROYE;60348;60;32;1;;1494;60400;0
0;1915;;;LAROUILLIES;59333;59;32;1;;977;59219;0
0;447;;;LASSIGNY;60350;60;32;1;;1415;60310;0
0;2224;;;LAUDUN L ARDOISE;30141;30;76;1;;1295;30290;0
0;1814;;;LAUREDE;40147;40;75;1;;1611;40250;0
0;448;;;LAUWIN PLANQUE;59334;59;32;1;;663;59553;0
0;3048;;;LAVAL;38206;38;84;1;;1208;38190;0
0;3168;;;LAVAL;53130;53;52;1;;;53000;0
0;2237;;;LAVAL EN LAONNOIS;2413;2;32;1;;1826;2860;0
0;2771;;;LAVENTIE;62491;62;32;1;;958;62840;0
0;1128;;;LAVERSINES;60355;60;32;1;;1129;60510;0
0;2773;;;LAVIEVILLE;80468;80;32;1;;931;80300;0
0;2810;;;LAWARDE MAUGER L HORTOY;80469;80;32;1;;825;80250;0
0;449;;;LAXOU;54304;54;44;1;;1255;54520;0
0;3532;;;LAYRAC SUR TARN;31288;31;76;1;;;31340;0
0;450;;;LE BLANC MESNIL;93007;93;11;1;;393;93150;0
0;451;;;LE BOIS ROBERT;76112;76;28;1;;928;76590;0
0;3224;;;LE BOURG D OISANS;38052;38;84;1;;1574;38520;0
0;452;;;LE BOURGET;93013;93;11;1;;1470;93350;0
0;2857;;;LE BOUSCAT;33069;33;75;1;;1896;33110;0
0;1284;;;LE CATEAU CAMBRESIS;59136;59;32;1;;408;59360;0
0;1194;;;LE CATELET;2143;2;32;1;;433;2420;0
0;1215;;;LE CAULE STE BEUVE;76166;76;28;1;;1485;76390;0
0;3620;;;LE CHATELET SUR RETOURNE;8111;8;44;1;;208;8300;0
0;1376;;;LE CHESNAY;78158;78;11;1;;1626;78150;0
0;1943;;;LE COUDRAY;28110;28;24;1;;1698;28630;0
0;453;;;LE CREUSOT;71153;71;27;1;;;71200;0
0;454;;;LE CROCQ;60182;60;32;1;;1403;60120;0
0;455;;;LE CROTOY;80228;80;32;1;;1307;80550;0
0;1970;;;LE DOULIEU;59180;59;32;1;;1546;59940;0
0;3027;;;LE FAY ST QUENTIN;60230;60;32;1;;1129;60510;0
0;3272;;;LE FENOUILLER;85088;85;52;1;;1803;85800;0
0;2994;;;LE FRANCOIS;97210;972;2;1;;;97240;0
0;1817;;;LE FRESTOY VAUX;60262;60;32;1;;512;60420;0
0;456;;;LE GRAND QUEVILLY;76322;76;28;1;;1848;76120;0
0;2797;;;LE HAMEL;80411;80;32;1;;1399;80800;0
0;457;;;LE HAVRE;76351;76;28;1;;;76600;0
0;458;;;LE HAVRE;76351;76;28;1;;;76620;0
0;459;;;LE KREMLIN BICETRE;94043;94;11;1;;1523;94270;0
0;2586;;;LE LAMENTIN;97213;972;2;1;;;97232;0
0;460;;;LE LARDIN ST LAZARE;24229;24;75;1;;822;24570;0
0;3049;;;LE MAISNIL;59371;59;32;1;;8;59134;0
0;461;;;LE MANS;72181;72;52;1;;;72000;0
0;462;;;LE MANS;72181;72;52;1;;;72100;0
0;2493;;;LE MEE SUR SEINE;77285;77;11;1;;1369;77350;0
0;3052;;;LE MERIOT;10231;10;44;1;;475;10400;0
0;2095;;;LE MESGE;80535;80;32;1;;563;80310;0
0;463;;;LE MESNIL AMELOT;77291;77;11;1;;811;77990;0
0;464;;;LE MESNIL EN THELLE;60398;60;32;1;;1162;60530;0
0;1770;;;LE MESNIL ST DENIS;78397;78;11;1;;1457;78320;0
0;3461;;;LE MESNIL ST FIRMIN;60399;60;32;1;;;60120;0
0;2844;;;LE MESNIL SUR BULLES;60400;60;32;1;;1403;60130;0
0;2564;;;LE MESNIL THERIBUS;60401;60;32;1;;703;60240;0
0;465;;;LE MEUX;60402;60;32;1;;1787;60880;0
0;466;;;LE MONT ST ADRIEN;60428;60;32;1;;452;60650;0
0;2269;;;LE NOUVION EN THIERACHE;2558;2;32;1;;526;2170;0
0;3534;;;LE PASSAGE;47201;47;75;1;;;47520;0
0;467;;;LE PECHEREAU;36154;36;24;1;;1455;36200;0
0;468;;;LE PETIT QUEVILLY;76498;76;28;1;;668;76140;0
0;997;;;LE PLESSIER ROZAINVILLERS;80628;80;32;1;;860;80110;0
0;1522;;;LE PLESSIER SUR ST JUST;60498;60;32;1;;1403;60130;0
0;469;;;LE PLESSIS BELLEVILLE;60500;60;32;1;;772;60330;0
0;470;;;LE PLESSIS BRION;60501;60;32;1;;1415;60150;0
0;2802;;;LE PLESSIS ROBINSON;92060;92;11;1;;644;92350;0
0;2697;;;LE PLESSIS TREVISE;94059;94;11;1;;1200;94420;0
0;2665;;;LE PORT MARLY;78502;78;11;1;;1366;78560;0
0;1826;;;LE PORTEL;62667;62;32;1;;240;62480;0
0;471;;;LE POULIGUEN;44135;44;52;1;;2045;44510;0
0;2039;;;LE PRE ST GERVAIS;93061;93;11;1;;471;93310;0
0;3419;;;LE PUY EN VELAY;43157;43;84;1;;;43000;0
0;472;;;LE QUESNEL;80652;80;32;1;;860;80118;0
0;2993;;;LE QUESNEL AUBRY;60520;60;32;1;;1403;60480;0
0;473;;;LE QUESNOY;59481;59;32;1;;977;59530;0
0;2490;;;LE RHEU;35240;35;53;1;;1498;35650;0
0;474;;;LE THILLAY;95612;95;11;1;;1308;95500;0
0;2747;;;LE THOUR;8451;8;44;1;;208;8190;0
0;1625;;;LE TITRE;80763;80;32;1;;1559;80132;0
0;2419;;;LE TOUQUET PARIS PLAGE;62826;62;32;1;;901;62520;0
0;475;;;LE TRAIT;76709;76;28;1;;1549;76580;0
0;2338;;;LE TRANSLOY;62829;62;32;1;;380;62450;0
0;476;;;LE TREPORT;76711;76;28;1;;145;76470;0
0;477;;;LE VAUDREUIL;27528;27;28;1;;541;27100;0
0;3454;;;LE VAUMAIN;60660;60;32;1;;;60590;0
0;1340;;;LECELLES;59335;59;32;1;;68;59226;0
0;1873;;;LECLUSE;59336;59;32;1;;1073;59259;0
0;3512;;;LEDINGHEM;62495;62;32;1;;;62380;0
0;1576;;;LEDRINGHEM;59338;59;32;1;;476;59470;0
0;478;;;LEERS;59339;59;32;1;;1867;59115;0
0;1556;;;LEFFRINCKOUCKE;59340;59;32;1;;2005;59495;0
0;1881;;;LEFOREST;62497;62;32;1;;1101;62790;0
0;948;;;LEGLANTIERS;60357;60;32;1;;512;60420;0
0;2249;;;LEHAUCOURT;2374;2;32;1;;433;2420;0
0;2101;;;LEME;2416;2;32;1;;1462;2140;0
0;479;;;LENS;62498;62;32;1;;1465;62300;0
0;1947;;;LENTILLY;69112;69;84;1;;1334;69210;0
0;1451;;;LERY;27365;27;28;1;;541;27690;0
0;1993;;;LES ABYMES;97101;971;1;1;;;97139;0
0;2786;;;LES ADRETS;38002;38;84;1;;1052;38190;0
0;2166;;;LES AGEUX;60006;60;32;1;;1754;60700;0
0;1758;;;LES ANDELYS;27016;27;28;1;;1518;27700;0
0;2989;;;LES ATTAQUES;62043;62;32;1;;500;62730;0
0;2107;;;LES AUTELS;2038;2;32;1;;641;2360;0
0;2104;;;LES CHERES;69055;69;84;1;;1334;69380;0
0;2189;;;LES CLAYES SOUS BOIS;78165;78;11;1;;1182;78340;0
0;3605;;;LES GRANDES CHAPELLES;10166;10;44;1;;;10170;0
0;480;;;LES GRANDES VENTES;76321;76;28;1;;1290;76950;0
0;2223;;;LES HAUTES RIVIERES;8218;8;44;1;;301;8800;0
0;3517;;;LES HAUTS TALICAN;60054;60;32;1;;;60390;0
0;1401;;;LES LILAS;93045;93;11;1;;36;93260;0
0;481;;;LES LOGES EN JOSAS;78343;78;11;1;;281;78350;0
0;1994;;;LES MAZURES;8284;8;44;1;;301;8500;0
0;482;;;LES MUREAUX;78440;78;11;1;;813;78130;0
0;483;;;LES PAVILLONS SOUS BOIS;93057;93;11;1;;1107;93320;0
0;3382;;;LES PECHS DU VERS;46252;46;76;1;;1892;46360;0
0;3266;;;LES PIEUX;50402;50;28;1;;642;50340;0
0;1969;;;LES RUES DES VIGNES;59517;59;32;1;;408;59258;0
0;1761;;;LES ULIS;91692;91;11;1;;1250;91940;0
0;2176;;;LESDAIN;59341;59;32;1;;408;59258;0
0;2129;;;LESPINOY;62501;62;32;1;;1149;62990;0
0;2765;;;LESQUIELLES ST GERMAIN;2422;2;32;1;;526;2120;0
0;920;;;LESQUIN;59343;59;32;1;;781;59810;0
0;484;;;LESTREM;62502;62;32;1;;1681;62136;0
0;2311;;;LEUBRINGHEN;62503;62;32;1;;1006;62250;0
0;3160;;;LEULINGHEM;62504;62;32;1;;340;62500;0
0;2169;;;LEULINGHEN BERNES;62505;62;32;1;;1006;62250;0
0;2970;;;LEUZE;2425;2;32;1;;881;2500;0
0;1850;;;LEVAL;59344;59;32;1;;1701;59620;0
0;485;;;LEVALLOIS PERRET;92044;92;11;1;;1436;92300;0
0;2967;;;LEVET;18126;18;24;1;;1957;18340;0
0;2247;;;LEWARDE;59345;59;32;1;;1073;59287;0
0;1820;;;LEYVILLER;57398;57;44;1;;1297;57660;0
0;2539;;;LEZAY;79148;79;75;1;;666;79120;0
0;486;;;LEZENNES;59346;59;32;1;;1093;59260;0
0;487;;;LIANCOURT;60360;60;32;1;;1058;60140;0
0;488;;;LIBERCOURT;62907;62;32;1;;645;62820;0
0;3251;;;LIBOURNE;33243;33;75;1;;6;33500;0
0;1680;;;LIESSE NOTRE DAME;2430;2;32;1;;172;2350;0
0;489;;;LIESSIES;59347;59;32;1;;1287;59740;0
0;2888;;;LIEU ST AMAND;59348;59;32;1;;1022;59111;0
0;2728;;;LIEUSAINT;77251;77;11;1;;1709;77127;0
0;1025;;;LIEUVILLERS;60364;60;32;1;;1403;60130;0
0;490;;;LIEVIN;62510;62;32;1;;2038;62800;0
0;2824;;;LIGESCOURT;80477;80;32;1;;1307;80150;0
0;2011;;;LIGNIERES EN VIMEU;80480;80;32;1;;575;80140;0
0;2431;;;LIGNY EN CAMBRESIS;59349;59;32;1;;408;59191;0
0;3311;;;LIGNY ST FLOCHEL;62514;62;32;1;;1209;62127;0
0;3206;;;LIGNY SUR CANCHE;62513;62;32;1;;1209;62270;0
0;2936;;;LIHONS;80481;80;32;1;;1227;80320;0
0;2202;;;LILLE;59040;59;32;1;;;59040;0
0;491;;;LILLE;59350;59;32;1;;;59000;0
0;492;;;LILLE;59350;59;32;1;;;59800;0
0;1122;;;LILLE;59350;59;32;1;;;59160;0
0;1197;;;LILLE;59350;59;32;1;;;59777;0
0;1295;;;LILLE;59350;59;32;1;;;59260;0
0;1095;;;LILLEBONNE;76384;76;28;1;;812;76170;0
0;493;;;LILLERS;62516;62;32;1;;1681;62190;0
0;2222;;;LILLIERS;62193;62;;1;;;62193;0
0;494;;;LIMAY;78335;78;11;1;;1981;78520;0
0;2953;;;LIME;2432;2;32;1;;1877;2220;0
0;495;;;LIMEUX;80482;80;32;1;;767;80490;0
0;496;;;LIMOGES;87085;87;75;1;;;87100;0
0;2851;;;LIMOGES;87085;87;75;1;;;87280;0
0;497;;;LIMONEST;69116;69;84;1;;;69760;0
0;498;;;LIMOURS;91338;91;11;1;;1384;91470;0
0;2730;;;LINGOLSHEIM;67267;67;44;1;;961;67380;0
0;1359;;;LINSELLES;59352;59;32;1;;478;59126;0
0;2613;;;LINZEUX;62518;62;32;1;;1209;62270;0
0;499;;;LIOMER;80484;80;32;1;;575;80430;0
0;2644;;;LISBOURG;62519;62;32;1;;1209;62134;0
0;3289;;;LISIEUX;14366;14;28;1;;413;14100;0
0;500;;;LISSES;91340;91;11;1;;1011;91090;0
0;3415;;;LITZ;60366;60;32;1;;;60510;0
0;501;;;LIVRY GARGAN;93046;93;11;1;;1079;93190;0
0;3097;;;LIZY;2434;2;32;1;;;2320;0
0;2199;;;LIZY SUR OURCQ;77257;77;11;1;;982;77440;0
0;3058;;;LOCMARIA GRAND CHAMP;56115;56;53;1;;1788;56390;0
0;2301;;;LOCON;62520;62;32;1;;958;62400;0
0;2334;;;LOCQUIGNOL;59353;59;32;1;;977;59530;0
0;1604;;;LOEUILLY;80485;80;32;1;;825;80160;0
0;1733;;;LOGNES;77258;77;11;1;;619;77185;0
0;2500;;;LOISON SOUS LENS;62523;62;32;1;;1465;62218;0
0;1261;;;LOMME;59355;59;;1;;;59160;0
0;1402;;;LOMPRET;59356;59;32;1;;478;59840;0
0;1068;;;LONDINIERES;76392;76;28;1;;1290;76660;0
0;1005;;;LONG;80486;80;32;1;;1307;80510;0
0;2072;;;LONGFOSSE;62524;62;32;1;;1006;62240;0
0;1028;;;LONGJUMEAU;91345;91;11;1;;1713;91160;0
0;1147;;;LONGPRE LES CORPS SAINTS;80488;80;32;1;;767;80510;0
0;502;;;LONGUEAU;80489;80;32;1;;740;80330;0
0;503;;;LONGUEIL ANNEL;60368;60;32;1;;1415;60150;0
0;504;;;LONGUEIL STE MARIE;60369;60;32;1;;512;60126;0
0;505;;;LONGUENESSE;62525;62;32;1;;696;62219;0
0;1692;;;LONGUEVAL;80490;80;32;1;;225;80360;0
0;506;;;LONGVIC;21355;21;27;1;;1677;21600;0
0;1682;;;LONGWY;54323;54;44;1;;888;54400;0
0;1732;;;LONNY;8260;8;44;1;;1207;8150;0
0;2035;;;LOOBERGHE;59358;59;32;1;;1820;59630;0
0;1256;;;LOON PLAGE;59359;59;32;1;;1820;59279;0
0;507;;;LOOS;59360;59;32;1;;558;59120;0
0;1709;;;LOOS EN GOHELLE;62528;62;32;1;;844;62750;0
0;1205;;;LORGIES;62529;62;32;1;;1376;62840;0
0;3421;;;LORIENT;56121;56;53;1;;;56100;0
0;996;;;LORMAISON;60370;60;32;1;;1229;60110;0
0;3362;;;LORMONT;33249;33;75;1;;1699;33310;0
0;2347;;;LOTTINGHEN;62530;62;32;1;;1006;62240;0
0;3037;;;LOUCHES;62531;62;32;1;;500;62610;0
0;1531;;;LOURCHES;59361;59;32;1;;1022;59156;0
0;2711;;;LOUVECIENNES;78350;78;11;1;;1626;78430;0
0;2436;;;LOUVENCOURT;80493;80;32;1;;931;80560;0
0;508;;;LOUVIERS;27375;27;28;1;;1960;27400;0
0;1570;;;LOUVIL;59364;59;32;1;;781;59830;0
0;509;;;LOUVRES;95351;95;11;1;;1634;95380;0
0;1373;;;LOUVROIL;59365;59;32;1;;1504;59720;0
0;2626;;;LOZINGHEM;62532;62;32;1;;179;62540;0
0;1454;;;LUC LA PRIMAUBE;12133;12;76;1;;683;12450;0
0;2922;;;LUC SUR ORBIEU;11210;11;76;1;;1620;11200;0
0;510;;;LUMBRES;62534;62;32;1;;340;62380;0
0;3486;;;LUNEL;34145;34;76;1;;;34400;0
0;3268;;;LUNEVILLE;54329;54;44;1;;;54300;0
0;3628;;;LUPIAC;32219;32;76;1;;1064;32290;0
0;511;;;LUZARCHES;95352;95;11;1;;1032;95270;0
0;1472;;;LY FONTAINE;2446;2;32;1;;484;2440;0
0;2990;;;LYNDE;59366;59;32;1;;118;59173;0
0;1712;;;LYON;69123;69;84;1;;;69001;0
0;2712;;;LYON 03;69383;69;84;1;;;69003;0
0;2238;;;LYON 06;69386;69;84;1;;;69006;0
0;2915;;;LYON 07;69387;69;84;1;;;69007;0
0;2744;;;LYON 08;69388;69;84;1;;;69008;0
0;1916;;;LYON 09;69389;69;84;1;;;69009;0
0;1226;;;LYS LEZ LANNOY;59367;59;32;1;;1397;59390;0
0;512;;;MACHEMONT;60373;60;32;1;;1415;60150;0
0;1075;;;MAFFLIERS;95353;95;11;1;;1032;95560;0
0;2516;;;MAGNICOURT EN COMTE;62536;62;32;1;;1516;62127;0
0;2252;;;MAGNICOURT SUR CANCHE;62537;62;32;1;;1516;62270;0
0;3035;;;MAGNY EN VEXIN;95355;95;11;1;;942;95420;0
0;513;;;MAGNY LES HAMEAUX;78356;78;11;1;;1457;78114;0
0;514;;;MAGNY VERNOIS;70321;70;27;1;;1988;70200;0
0;2505;;;MAHINA;98725;987;;1;;;98709;0
0;2515;;;MAIGNELAY MONTIGNY;60374;60;32;1;;512;60420;0
0;515;;;MAILLY RAINEVAL;80499;80;32;1;;825;80110;0
0;1434;;;MAING;59369;59;32;1;;614;59233;0
0;2758;;;MAIRIEUX;59370;59;32;1;;1504;59600;0
0;516;;;MAISNIERES;80500;80;32;1;;767;80220;0
0;2608;;;MAISNIL;62539;62;32;1;;1209;62130;0
0;1609;;;MAISNIL LES RUITZ;62540;62;32;1;;1581;62620;0
0;2017;;;MAISONCELLE ET VILLERS;8268;8;44;1;;693;8450;0
0;517;;;MAISONS ALFORT;94046;94;11;1;;1889;94700;0
0;518;;;MAISONS LAFFITTE;78358;78;11;1;;107;78600;0
0;1679;;;MAISSE;91359;91;11;1;;989;91720;0
0;1046;;;MAISSEMY;2452;2;32;1;;124;2490;0
0;1092;;;MALAKOFF;92046;92;11;1;;514;92240;0
0;1060;;;MALAUNAY;76402;76;28;1;;310;76770;0
0;3269;;;MALINCOURT;59372;59;32;1;;408;59127;0
0;3124;;;MALPART;80504;80;32;1;;941;80250;0
0;3404;;;MALVILLE;44089;44;52;1;;;44260;0
0;2283;;;MAMETZ;62543;62;32;1;;1268;62120;0
0;3295;;;MAMOUDZOU;97611;976;6;1;;;97600;0
0;2682;;;MANICAMP;2456;2;32;1;;1033;2300;0
0;2181;;;MANINGHEM;62545;62;32;1;;340;62650;0
0;1581;;;MANINGHEN HENNE;62546;62;32;1;;1006;62250;0
0;3364;;;MANOM;57441;57;44;1;;317;57100;0
0;519;;;MANOSQUE;4112;4;93;1;;;4100;0
0;520;;;MANTES LA JOLIE;78361;78;11;1;;1819;78200;0
0;521;;;MANTES LA VILLE;78362;78;11;1;;1819;78711;0
0;522;;;MARCELCAVE;80507;80;32;1;;1399;80800;0
0;523;;;MARCHAIS;2457;2;32;1;;172;2350;0
0;3031;;;MARCHELEPOT;80509;80;32;1;;1227;80200;0
0;1462;;;MARCHIENNES;59375;59;32;1;;1763;59870;0
0;3181;;;MARCILLY SUR TILLE;21383;21;27;1;;532;21120;0
0;2187;;;MARCK;62548;62;32;1;;583;62730;0
0;1490;;;MARCOING;59377;59;32;1;;408;59159;0
0;2784;;;MARCONNE;62549;62;32;1;;1149;62140;0
0;524;;;MARCONNELLE;62550;62;32;1;;1149;62140;0
0;525;;;MARCQ EN BAROEUL;59378;59;32;1;;383;59700;0
0;3256;;;MARCQ EN OSTREVENT;59379;59;32;1;;1073;59252;0
0;526;;;MARDEUIL;51344;51;44;1;;757;51530;0
0;3619;;;MARDYCK;59380;59;32;1;;;59279;0
0;2854;;;MAREIL EN FRANCE;95365;95;11;1;;1032;95850;0
0;2480;;;MARENLA;62551;62;32;1;;1149;62990;0
0;3233;;;MARESCHES;59381;59;32;1;;977;59990;0
0;2025;;;MARESQUEL ECQUEMICOURT;62552;62;32;1;;1149;62990;0
0;1238;;;MAREST DAMPCOURT;2461;2;32;1;;1143;2300;0
0;1009;;;MAREST SUR MATZ;60378;60;32;1;;1415;60490;0
0;2159;;;MARETZ;59382;59;32;1;;408;59238;0
0;2723;;;MAREUIL EN DOLE;2462;2;32;1;;1877;2130;0
0;1106;;;MAREUIL SUR OURCQ;60380;60;32;1;;772;60890;0
0;2877;;;MARGIVAL;2464;2;32;1;;1877;2880;0
0;527;;;MARGNY LES COMPIEGNE;60382;60;32;1;;1430;60280;0
0;528;;;MARGNY SUR MATZ;60383;60;32;1;;512;60490;0
0;529;;;MARINES;95370;95;11;1;;192;95640;0
0;530;;;MARLE;2468;2;32;1;;1462;2250;0
0;3075;;;MARLES LES MINES;62555;62;32;1;;179;62540;0
0;3563;;;MARLES SUR CANCHE;62556;62;32;1;;;62170;0
0;1355;;;MARLY;59383;59;32;1;;925;59770;0
0;1487;;;MARLY;57447;57;44;1;;1950;57155;0
0;531;;;MARLY LA VILLE;95371;95;11;1;;1634;95670;0
0;2410;;;MAROEUIL;62557;62;32;1;;531;62161;0
0;2079;;;MAROILLES;59384;59;32;1;;977;59550;0
0;3001;;;MAROLLES;60385;60;32;1;;772;60890;0
0;3228;;;MAROLLES EN HUREPOIX;91376;91;11;1;;1278;91630;0
0;1610;;;MAROLLES LES BRAULTS;72189;72;52;1;;460;72260;0
0;2985;;;MAROLLES LES ST CALAIS;72190;72;52;1;;699;72120;0
0;1374;;;MARPENT;59385;59;32;1;;1504;59164;0
0;939;;;MARQUEGLISE;60386;60;32;1;;512;60490;0
0;2509;;;MARQUETTE EN OSTREVANT;59387;59;32;1;;1022;59252;0
0;1223;;;MARQUETTE LEZ LILLE;59386;59;32;1;;823;59520;0
0;1718;;;MARQUILLIES;59388;59;32;1;;8;59274;0
0;532;;;MARQUION;62559;62;32;1;;380;62860;0
0;533;;;MARQUISE;62560;62;32;1;;1006;62250;0
0;1749;;;MARQUIVILLERS;80517;80;32;1;;941;80700;0
0;1396;;;MARSEILLE;13055;13;93;1;;;13001;0
0;2995;;;MARSEILLE 06;13206;13;93;1;;;13006;0
0;2684;;;MARSEILLE 09;13209;13;93;1;;;13009;0
0;1497;;;MARSEILLE 11;13211;13;93;1;;;13011;0
0;2648;;;MARSEILLE 13;13213;13;93;1;;;13013;0
0;1953;;;MARSEILLE 14;13214;13;93;1;;;13014;0
0;534;;;MARSEILLE EN BEAUVAISIS;60387;60;32;1;;152;60690;0
0;2902;;;MARTAINNEVILLE;80518;80;32;1;;767;80140;0
0;3321;;;MARTIGNY;2470;2;32;1;;881;2500;0
0;1426;;;MARTIGUES;13056;13;93;1;;1768;13117;0
0;2412;;;MARTILLAC;33274;33;75;1;;2044;33650;0
0;2368;;;MASEVAUX NIEDERBRUCK;68201;68;44;1;;140;68290;0
0;535;;;MASNIERES;59389;59;32;1;;408;59241;0
0;1491;;;MASNY;59390;59;32;1;;1073;59176;0
0;1825;;;MASSERAC;44092;44;52;1;;1532;44290;0
0;536;;;MASSY;91377;91;11;1;;1356;91300;0
0;2333;;;MASTAING;59391;59;32;1;;1022;59172;0
0;1138;;;MATIGNY;80519;80;32;1;;1227;80400;0
0;3040;;;MAUBERT FONTAINE;8282;8;44;1;;1207;8260;0
0;537;;;MAUBEUGE;59392;59;32;1;;1504;59600;0
0;2869;;;MAUCOURT;80520;80;32;1;;860;80170;0
0;2695;;;MAULE;78380;78;11;1;;634;78580;0
0;2827;;;MAULEVRIER;49192;49;52;1;;486;49360;0
0;538;;;MAURE DE BRETAGNE;35168;35;53;1;;94;35330;0
0;539;;;MAURECOURT;78382;78;11;1;;1256;78780;0
0;2465;;;MAUREGARD;77282;77;11;1;;811;77990;0
0;540;;;MAUREGNY EN HAYE;2472;2;32;1;;172;2820;0
0;541;;;MAUREPAS;78383;78;11;1;;1457;78310;0
0;542;;;MAXEVILLE;54357;54;44;1;;525;54320;0
0;3412;;;MAYENNE;53147;53;52;1;;1214;53100;0
0;1988;;;MAYOT;2473;2;32;1;;1002;2800;0
0;2929;;;MAZERNY;8283;8;44;1;;230;8430;0
0;543;;;MAZINGARBE;62563;62;32;1;;1215;62670;0
0;3297;;;MAZINGHEM;62564;62;32;1;;1624;62120;0
0;544;;;MEAULTE;80523;80;32;1;;931;80300;0
0;545;;;MEAUX;77284;77;11;1;;1548;77100;0
0;1900;;;MEIGNEUX;80525;80;32;1;;575;80290;0
0;546;;;MELAMARE;76421;76;28;1;;812;76170;0
0;547;;;MELICOCQ;60392;60;32;1;;1415;60150;0
0;3416;;;MELLECEY;71292;71;27;1;;;71640;0
